CustomerKey	FirstName	LastName	Full_Name	Gender	AddressLine1	DateFirstPurchase	CommuteDistance	Customer_City
19608	Harold	Prasad	Harold Prasad	Male	8784 Detroit Ave.	7/7/2013	1-2 Miles	Milsons Point
19609	Kari	Martinez	Kari Martinez	Female	3416 Ravenwood Drive	8/25/2011	0-1 Miles	Geelong
19610	Deborah	Andersen	Deborah Andersen	Female	6002 Hickory Drive	4/30/2013	5-10 Miles	Coffs Harbour
19611	Meagan	Prasad	Meagan Prasad	Female	5302 Argonne Drive	8/21/2011	0-1 Miles	Coffs Harbour
19612	Marvin	Sanz	Marvin Sanz	Male	5064 South Villa Way	8/10/2011	0-1 Miles	Hervey Bay
19613	Ruben	Garcia	Ruben Garcia	Male	2081 Elkwood Drive	8/1/2011	5-10 Miles	Rockhampton
19614	Wyatt	Williams	Wyatt Williams	Male	6284 Romero Circle	8/22/2011	0-1 Miles	Townsville
19615	Franklin	Sun	Franklin Sun	Male	3925 North 39th Street	8/26/2011	5-10 Miles	Goulburn
19616	Stefanie	Rana	Stefanie Rana	Female	1544 Quiz Street	8/26/2011	0-1 Miles	Hobart
19617	Keith	Nath	Keith Nath	Male	8005 Water St.	8/17/2013	5-10 Miles	Milsons Point
19618	Ross	Johnsen	Ross Johnsen	Male	5041 Stillwater Court	7/7/2013	0-1 Miles	Townsville
19619	Eduardo	Morris	Eduardo Morris	Male	4721 Barberry Court	3/5/2013	5-10 Miles	Warrnambool
19620	Andy	Vazquez	Andy Vazquez	Male	6490 El Camino	9/22/2011	5-10 Miles	Goulburn
19621	Mariah	Barnes	Mariah Barnes	Female	5583 Garland Dr	9/17/2011	0-1 Miles	Townsville
19622	Roger	Yuan	Roger Yuan	Male	3290 Lakewood Court	6/5/2013	5-10 Miles	Lane Cove
19623	Cristina	Tang	Cristina Tang	Female	7223 Brush Creek Court	6/5/2013	0-1 Miles	Newcastle
19624	Wesley	Zhu	Wesley Zhu	Male	2553 Croyden Dr.	8/26/2013	5-10 Miles	Rhodes
19625	Ivan	Gonzalez	Ivan Gonzalez	Male	9897 East L Street	3/30/2013	5-10 Miles	Hawthorne
19626	Bradley	Anand	Bradley Anand	Male	4346 Via Rerrari	7/13/2013	5-10 Miles	Goulburn
19627	Kari	Blanco	Kari Blanco	Female	6879 Winthrop St.	2/25/2013	10+ Miles	Perth
19628	Holly	Martinez	Holly Martinez	Female	9959 Edwards Ave.	8/31/2011	0-1 Miles	Warrnambool
19629	Theresa	Carlson	Theresa Carlson	Female	7711 Fieldcrest Dr.	4/1/2013	5-10 Miles	East Brisbane
19630	Jodi	Raje	Jodi Raje	Female	6004 Peabody Road	5/23/2013	5-10 Miles	Hervey Bay
19631	Timothy	Scott	Timothy Scott	Male	1226 Linden Lane	9/22/2011	0-1 Miles	Coffs Harbour
19632	Lawrence	Vazquez	Lawrence Vazquez	Male	3409 Meadowbrook Court	2/21/2013	5-10 Miles	Newcastle
19633	Destiny	Gray	Destiny Gray	Female	8420 Dayton Court	6/15/2013	5-10 Miles	Glendale
19634	Gregory	Nath	Gregory Nath	Male	3505 Graham St.	9/19/2013	5-10 Miles	Chula Vista
19635	Dawn	Shan	Dawn Shan	Female	7895 Stanley Dollar Dr.	11/26/2013	5-10 Miles	Beaverton
19636	Jessica	Lee	Jessica Lee	Female	6594 Bent Tree Lane	9/2/2013	5-10 Miles	Beaverton
19637	Eduardo	Long	Eduardo Long	Male	396 North Ridge Dr.	8/23/2013	0-1 Miles	Bellingham
19638	Kimberly	Peterson	Kimberly Peterson	Female	6026 Lacanda Ct	12/26/2013	0-1 Miles	W. Linn
19639	Victor	Gill	Victor Gill	Male	9775 Redrock Drive	2/14/2013	5-10 Miles	Chula Vista
19640	Richard	Walker	Richard Walker	Male	6088 Gonzalez Court	6/27/2013	5-10 Miles	Port Hammond
19641	Richard	Evans	Richard Evans	Male	4155 Working Drive	4/13/2013	5-10 Miles	Lake Oswego
19642	Kaylee	Evans	Kaylee Evans	Female	311 Wolf Way	4/20/2013	5-10 Miles	Langley
19643	Jacqueline	Watson	Jacqueline Watson	Female	3882 Upland Dr	2/17/2013	5-10 Miles	Portland
19644	Gloria	Gill	Gloria Gill	Female	5126 La Corte Bonita	9/11/2013	5-10 Miles	Chula Vista
19645	Carlos	Rogers	Carlos Rogers	Male	9725 C Olivera Rd	4/4/2013	0-1 Miles	Port Hammond
19646	Ian	Lee	Ian Lee	Male	2190 Rock Creek Way	11/4/2013	5-10 Miles	Metchosin
19647	Hailey	Sanders	Hailey Sanders	Female	2436 Pheasant Cr.	5/10/2013	5-10 Miles	Newton
19648	Lauren	Hall	Lauren Hall	Female	7989 Pinehurst Court	5/4/2013	5-10 Miles	Royal Oak
19649	Elizabeth	Martin	Elizabeth Martin	Female	6271 Ironwood Way	9/25/2013	5-10 Miles	Kirkland
19650	Sabrina	Sanz	Sabrina Sanz	Female	5331 Buskrik Avenue	12/15/2013	0-1 Miles	East Brisbane
19651	Jarrod	Perez	Jarrod Perez	Male	8937 Two Bay Road	1/5/2014	5-10 Miles	North Sydney
19652	Douglas	Rodriguez	Douglas Rodriguez	Male	3509 Hanson Lane	9/25/2011	5-10 Miles	Melton
19653	Tina	Gonzalez	Tina Gonzalez	Female	7943 Altura Drive	9/19/2011	5-10 Miles	Townsville
19654	Richard	Alexander	Richard Alexander	Male	6406 Golden Leaf Way	6/29/2013	1-2 Miles	Lebanon
19655	Cindy	Murphy	Cindy Murphy	Female	5508 Trembath Court	5/17/2013	1-2 Miles	West Covina
19656	Sydney	Travers	Sydney Travers	Female	3365 Atherton Circle	8/29/2013	5-10 Miles	Grossmont
19657	Emily	Griffin	Emily Griffin	Female	7034 Petarct	6/22/2013	0-1 Miles	Renton
19658	Dylan	Russell	Dylan Russell	Male	2763 Pass	6/16/2013	1-2 Miles	San Gabriel
19659	Wyatt	Robinson	Wyatt Robinson	Male	735 S. 39th Street	6/16/2013	5-10 Miles	Long Beach
19660	Devin	Hill	Devin Hill	Male	5560 Hanover St.	5/29/2013	0-1 Miles	Santa Cruz
19661	Nathaniel	Cox	Nathaniel Cox	Male	4866 Sequoia Woods Pl.	11/11/2013	1-2 Miles	Metchosin
19662	Lauren	Powell	Lauren Powell	Female	1143 Julpum Loop	7/25/2013	1-2 Miles	Oak Bay
19663	Alex	Allen	Alex Allen	Male	4930 Augustine Drive	8/25/2013	0-1 Miles	Ballard
19664	Ethan	Alexander	Ethan Alexander	Male	4038 Elk Dr	12/22/2013	1-2 Miles	Portland
19665	Eduardo	Gonzales	Eduardo Gonzales	Male	8178 Kendree St.	11/8/2013	1-2 Miles	Berkeley
19666	Hailey	Alexander	Hailey Alexander	Female	2614 Park Glen Ct.	10/9/2013	5-10 Miles	Hobart
19667	Billy	Carlson	Billy Carlson	Male	2354 Frayne Ln.	11/19/2013	1-2 Miles	South Melbourne
19668	Erick	Patel	Erick Patel	Male	7836 Roux Court	12/18/2013	1-2 Miles	Burien
19669	Hailey	Hill	Hailey Hill	Female	5587 Esperanza	6/24/2013	5-10 Miles	Sedro Woolley
19670	Erik	Gutierrez	Erik Gutierrez	Male	9919 Macarthur Avenue	3/13/2013	5-10 Miles	Burbank
19671	Michael	Davis	Michael Davis	Male	2144 San Rafael	3/26/2013	5-10 Miles	Concord
19672	Rosa	Zhao	Rosa Zhao	Female	545 Los Gatos Court	10/22/2013	1-2 Miles	Brisbane
19673	Mathew	Navarro	Mathew Navarro	Male	5941 Gill Dr.	8/24/2013	1-2 Miles	North Ryde
19674	Casey	Deng	Casey Deng	Female	6887 Deerberry Ct.	10/1/2013	5-10 Miles	Rockhampton
19675	Dwayne	Gill	Dwayne Gill	Male	4691 West Street	9/10/2013	5-10 Miles	Cranbourne
19676	Diana	Gutierrez	Diana Gutierrez	Female	7323 Apple Drive	5/20/2013	1-2 Miles	St. Leonards
19677	Dylan	Shan	Dylan Shan	Male	1192 A St.	4/19/2013	1-2 Miles	Gold Coast
19678	Martin	Rodriguez	Martin Rodriguez	Male	9752 Benita Way	3/21/2013	1-2 Miles	Burien
19679	Erick	Rana	Erick Rana	Male	255 Mt. Orange Ct.	3/10/2013	1-2 Miles	Coronado
19680	Jan	King	Jan King	Female	5220 Mountain Spring Rd.	3/23/2013	0-1 Miles	Lebanon
19681	Morgan	King	Morgan King	Female	3610 Seal Way	7/15/2013	1-2 Miles	Haney
19682	Eric	Kumar	Eric Kumar	Male	4255 Detroit Ave	3/14/2013	0-1 Miles	Kirkland
19683	Marcus	Parker	Marcus Parker	Male	3478 Hillside Way	3/1/2013	0-1 Miles	Milwaukie
19684	Alexandra	Lee	Alexandra Lee	Female	7942 C Mt. Hood	3/23/2013	10+ Miles	Olympia
19685	Brandy	Perez	Brandy Perez	Female	993 Piedmont Dr.	10/14/2013	1-2 Miles	Beverly Hills
19686	Charles	Hernandez	Charles Hernandez	Male	2245 Fairfield Ave	8/13/2013	0-1 Miles	Daly City
19687	Connor	Coleman	Connor Coleman	Male	4211 Eastgate Avenue	5/30/2013	0-1 Miles	Newport Beach
19688	Timothy	Baker	Timothy Baker	Male	444 Northstar Drive	7/9/2013	0-1 Miles	Palo Alto
19689	Elizabeth	Gonzales	Elizabeth Gonzales	Female	6483 Crystal Ave.	6/15/2013	5-10 Miles	Spokane
19690	Robert	White	Robert White	Male	3269 Fourth St.	6/4/2013	1-2 Miles	Santa Monica
19691	Gabriella	Cox	Gabriella Cox	Female	2559 Sequoia Woods Pl	6/1/2013	2-5 Miles	Sedro Woolley
19692	Aaron	Edwards	Aaron Edwards	Male	663 Contra Loma Blvd.	6/2/2013	1-2 Miles	Beverly Hills
19693	Kayla	Foster	Kayla Foster	Female	8421 St. Francis	5/20/2013	5-10 Miles	Vancouver
19694	Stephanie	Perez	Stephanie Perez	Female	6888 Relief Valley Ct.	7/27/2013	5-10 Miles	Edmonds
19695	Angel	Gonzalez	Angel Gonzalez	Male	4930 Virginia Hills Drive	2/7/2013	1-2 Miles	Oregon City
19696	Adam	Patterson	Adam Patterson	Male	2235 Craig Drive	6/2/2013	5-10 Miles	El Cajon
19697	Isabella	Wood	Isabella Wood	Female	7941 Cristobal	6/26/2013	5-10 Miles	Grossmont
19698	Stephanie	Barnes	Stephanie Barnes	Female	4151 Olivera	6/18/2013	0-1 Miles	San Diego
19699	Stephanie	James	Stephanie James	Female	2696 Santa Rita Dr.	10/13/2013	1-2 Miles	Spokane
19700	Gabriel	Hall	Gabriel Hall	Male	4173 Rockledge Lane	8/30/2013	5-10 Miles	Burlingame
19701	Arianna	Wood	Arianna Wood	Female	7632 Greenhills Circle	3/22/2013	1-2 Miles	Renton
19702	Edward	Diaz	Edward Diaz	Male	9369 Alovera Road	5/21/2013	5-10 Miles	San Gabriel
19703	Katelyn	Baker	Katelyn Baker	Female	9714 Stroer Lane	2/18/2013	5-10 Miles	Beverly Hills
19704	Nathan	Collins	Nathan Collins	Male	2708 Saclan Terr.	7/26/2013	1-2 Miles	Langford
19705	Anna	Hughes	Anna Hughes	Female	7902 Crescent Avenue	11/5/2013	5-10 Miles	Sooke
19706	Benjamin	Diaz	Benjamin Diaz	Male	3280 Oil Road	6/26/2013	5-10 Miles	Olympia
19707	Cole	Cooper	Cole Cooper	Male	8458 Wiget Lane	6/2/2013	5-10 Miles	Santa Monica
19708	April	Luo	April Luo	Female	4575 Shannondale Drive	6/10/2013	1-2 Miles	Colma
19709	Christian	Martin	Christian Martin	Male	2606 Lacanda	6/30/2013	5-10 Miles	Westminster
19710	Arianna	Gonzales	Arianna Gonzales	Female	7886 Ruth Drive	11/19/2013	5-10 Miles	Port Hammond
19711	Devin	Cooper	Devin Cooper	Male	4831 Via Del Sol	1/9/2014	1-2 Miles	Milwaukie
19712	Eric	Phillips	Eric Phillips	Male	3610 Barberry Court	6/19/2013	5-10 Miles	Puyallup
19713	Morgan	Stewart	Morgan Stewart	Female	7882 Las Lomas Way	2/1/2013	1-2 Miles	Redmond
19714	Angela	Price	Angela Price	Female	5318 Black Pine Lane	7/14/2013	5-10 Miles	Downey
19715	Elijah	Parker	Elijah Parker	Male	2171 H Stagecoach Rd	7/13/2013	2-5 Miles	Imperial Beach
19716	Logan	Martin	Logan Martin	Male	6114 Hobby Court	3/29/2013	5-10 Miles	San Gabriel
19717	Edward	Hill	Edward Hill	Male	1204 Weber Blvd.	3/15/2013	5-10 Miles	Woodburn
19718	Taylor	Butler	Taylor Butler	Female	249 Alexander Pl.	7/14/2013	1-2 Miles	Milwaukie
19719	Hunter	Baker	Hunter Baker	Male	9203 Birch Bark Dr.	7/3/2013	5-10 Miles	Novato
19720	Kaitlyn	Phillips	Kaitlyn Phillips	Female	9151 Mount Dr.	8/7/2013	5-10 Miles	Beaverton
19721	Noah	Allen	Noah Allen	Male	912 Fremont St.	7/15/2013	5-10 Miles	Everett
19722	Dalton	Bailey	Dalton Bailey	Male	6507 Fieldcrest Dr.	7/30/2013	1-2 Miles	Lakewood
19723	Olivia	Russell	Olivia Russell	Female	2809 Via Montana	7/17/2013	5-10 Miles	Colma
19724	Bryce	Morris	Bryce Morris	Male	2839 Redhead Way	2/28/2013	5-10 Miles	Lake Oswego
19725	Alexandria	Ramirez	Alexandria Ramirez	Female	2918 Pleasant Circle	3/20/2013	5-10 Miles	Palo Alto
19726	Javier	Rubio	Javier Rubio	Male	791 Monte Cresta	2/14/2013	10+ Miles	Cliffside
19727	Natasha	Vazquez	Natasha Vazquez	Female	9736 Colorado Dr.	2/3/2013	1-2 Miles	Burien
19728	Wyatt	Edwards	Wyatt Edwards	Male	4609 Rosebrook Ct.	2/28/2013	1-2 Miles	Marysville
19729	Nicole	Patterson	Nicole Patterson	Female	9431 Sun View Terrace	6/15/2013	10+ Miles	Port Hammond
19730	Ricardo	Black	Ricardo Black	Male	9334 Carpetta Circle	7/9/2013	1-2 Miles	Beverly Hills
19731	Jonathan	Allen	Jonathan Allen	Male	4421 Holiday Hill Dr.	12/4/2013	5-10 Miles	Mill Valley
19732	Kyle	Hill	Kyle Hill	Male	7068 Rock Island Drive	5/2/2013	10+ Miles	Bellflower
19733	Caitlin	Watson	Caitlin Watson	Female	8582 Los Gatos Court	2/4/2013	1-2 Miles	Kirkland
19734	Natalie	Weisman	Natalie Weisman	Female	3924 Cactus Court	10/27/2013	1-2 Miles	San Diego
19735	Mackenzie	Reed	Mackenzie Reed	Female	7111 Atchinson Stage Ct	7/13/2013	1-2 Miles	La Jolla
19736	Rachel	Kelly	Rachel Kelly	Female	9149 San Simeon Drive	7/15/2013	1-2 Miles	San Francisco
19737	Erin	Ramirez	Erin Ramirez	Female	3518 Benita Way	7/25/2013	10+ Miles	Burien
19738	Henry	Martinez	Henry Martinez	Male	8993 Escobar	7/31/2013	1-2 Miles	Bellingham
19739	Lucas	Perry	Lucas Perry	Male	3918 Catalpa Court	8/23/2013	10+ Miles	Chula Vista
19740	Connie	Liang	Connie Liang	Female	7914 H St.	8/8/2013	10+ Miles	Bremerton
19741	María	Rivera	María Rivera	Female	7914 H St.	10/16/2013	5-10 Miles	Everett
19742	Alexia	Russell	Alexia Russell	Female	9810 Dumbarton Drive	10/21/2013	10+ Miles	Bellingham
19743	Holly	Rana	Holly Rana	Female	2080 Sycamore Drive	4/10/2013	10+ Miles	Bellingham
19744	Tamara	Cai	Tamara Cai	Female	7600 Tupelp Drive	4/29/2013	10+ Miles	Colma
19745	Kayla	Simmons	Kayla Simmons	Female	9606 Premier Pl.	4/3/2013	10+ Miles	National City
19746	Stephanie	Sanders	Stephanie Sanders	Female	8423 Roundtree Court	11/10/2013	10+ Miles	Haney
19747	Louis	Rai	Louis Rai	Male	2505 N Francisco Way	2/28/2013	10+ Miles	Concord
19748	Cory	Prasad	Cory Prasad	Male	4228 Pacheco St.	9/10/2013	1-2 Miles	Newcastle
19749	Natalie	Jackson	Natalie Jackson	Female	2429 Brown Street	8/17/2013	0-1 Miles	San Diego
19750	Miguel	Flores	Miguel Flores	Male	3505 Bisca Y Court	9/8/2013	5-10 Miles	Langley
19751	Kaylee	Hall	Kaylee Hall	Female	8062 Oakgrove	5/17/2013	1-2 Miles	Metchosin
19752	Ebony	Madan	Ebony Madan	Female	7773 Hillcrest	1/21/2014	5-10 Miles	North Sydney
19753	Lisa	Gao	Lisa Gao	Female	3326 Icicle Ct.	10/10/2013	1-2 Miles	North Sydney
19754	Francisco	Rana	Francisco Rana	Male	2903 Marsh Dr.	10/21/2013	1-2 Miles	Burien
19755	Lauren	Foster	Lauren Foster	Female	2598 La Vista Circle	10/26/2013	5-10 Miles	Spokane
19756	Nicolas	Yuan	Nicolas Yuan	Male	3168 Limewood Pl.	8/14/2013	5-10 Miles	Chula Vista
19757	Allison	Allen	Allison Allen	Female	8707 Goen Road	6/8/2013	1-2 Miles	Sooke
19758	Alex	Wright	Alex Wright	Male	2923 Stanford Street	3/6/2013	1-2 Miles	Woodland Hills
19759	Sydney	Barnes	Sydney Barnes	Female	8629 English Court	5/29/2013	5-10 Miles	Redwood City
19760	Sydney	Russell	Sydney Russell	Female	3076 Mount Dr	5/26/2013	1-2 Miles	Grossmont
19761	Alan	Lu	Alan Lu	Male	9246 Martin St	12/12/2013	1-2 Miles	Perth
19762	Warren	Ma	Warren Ma	Male	3910 Fawn Glen Circle	7/20/2013	5-10 Miles	Melbourne
19763	Roger	Lu	Roger Lu	Male	1294 Golden Rain Road	8/30/2011	1-2 Miles	Findon
19764	Wayne	Pal	Wayne Pal	Male	5652 Driving Dr.	3/14/2013	1-2 Miles	Seaford
19765	Ruben	Patel	Ruben Patel	Male	5045 Vancouver Way	9/17/2011	1-2 Miles	Cloverdale
19766	Edwin	Lin	Edwin Lin	Male	8225 Hidden Oak Ct	9/5/2011	5-10 Miles	Malabar
19767	Ross	Serrano	Ross Serrano	Male	8299 Fernwood Drive	10/7/2013	5-10 Miles	Berkeley
19768	Christopher	Jackson	Christopher Jackson	Male	5378 Kentucky Drive	4/21/2013	1-2 Miles	Colma
19769	Andrea	Peterson	Andrea Peterson	Female	2551 Damascus Loop	10/15/2013	5-10 Miles	Long Beach
19770	Rosa	Liang	Rosa Liang	Female	9174 Jill Ave	9/18/2011	5-10 Miles	Rhodes
19771	Tasha	Jai	Tasha Jai	Female	4573 Beauty Street	9/9/2011	1-2 Miles	Gold Coast
19772	Hector	Vazquez	Hector Vazquez	Male	4376 Golf Club Road	9/23/2011	1-2 Miles	South Melbourne
19773	Ricky	Gutierrez	Ricky Gutierrez	Male	8403 Roskelley Drive	9/14/2011	5-10 Miles	Gold Coast
19774	Brianna	Davis	Brianna Davis	Female	3186 Concord Ct.	3/3/2013	5-10 Miles	Olympia
19775	Alisha	Cai	Alisha Cai	Female	5458 Encino Drive	4/5/2013	1-2 Miles	Chula Vista
19776	Judith	Murphy	Judith Murphy	Female	9266 Trees Drive	6/6/2013	5-10 Miles	Daly City
19777	Jonathan	Thomas	Jonathan Thomas	Male	5549 Bluejay Dr.	7/28/2013	1-2 Miles	Los Angeles
19778	Isabella	Jones	Isabella Jones	Female	623 Chestnut Ave	2/20/2013	5-10 Miles	National City
19779	Emily	Foster	Emily Foster	Female	3230 Hamilton Ave	6/30/2013	5-10 Miles	Lake Oswego
19780	Brianna	White	Brianna White	Female	1985 Hickory Drive	8/28/2013	0-1 Miles	Los Angeles
19781	Alexis	Washington	Alexis Washington	Female	2267 Rampo Ct.	1/31/2013	1-2 Miles	Langley
19782	Derek	Shan	Derek Shan	Male	7168 Belmont	9/6/2011	1-2 Miles	South Melbourne
19783	Tony	Kumar	Tony Kumar	Male	2470 Indianhead Circle	9/18/2011	5-10 Miles	Geelong
19784	Christy	Liu	Christy Liu	Female	4809 Ward Court	8/30/2011	5-10 Miles	Townsville
19785	Olivia	Ramirez	Olivia Ramirez	Female	9986 El Pintado	9/27/2011	5-10 Miles	Goulburn
19786	Robin	Carlson	Robin Carlson	Female	4579 Glenside Drive	9/22/2011	5-10 Miles	Geelong
19787	Alex	Hill	Alex Hill	Male	8390 E. 32nd Street	9/3/2011	5-10 Miles	Bendigo
19788	Kristen	Hu	Kristen Hu	Female	6049 Dalis Dr.	9/22/2011	1-2 Miles	Brisbane
19789	Gloria	Munoz	Gloria Munoz	Female	658 Liscome Way	9/13/2011	5-10 Miles	Matraville
19790	Amy	Wu	Amy Wu	Female	6946 Ridge Circle	9/12/2011	1-2 Miles	North Ryde
19791	Warren	Zhou	Warren Zhou	Male	1893 Northridge Drive	9/8/2011	5-10 Miles	Brisbane
19792	Cristina	Nara	Cristina Nara	Female	7128 Paris Lane	9/21/2011	1-2 Miles	North Ryde
19793	Tina	Smith	Tina Smith	Female	7546 Woodside Court	9/17/2011	5-10 Miles	Matraville
19794	Danny	Ortega	Danny Ortega	Male	7428 Donegal Court	8/31/2011	5-10 Miles	Cloverdale
19795	Casey	Navarro	Casey Navarro	Male	1426 Waterfall Way	9/4/2011	0-1 Miles	Warrnambool
19796	Marshall	Xie	Marshall Xie	Male	7665 Terrace Road	2/25/2013	2-5 Miles	Goulburn
19797	Clarence	Liu	Clarence Liu	Male	1726 Chestnut	9/10/2011	0-1 Miles	Melton
19798	Bianca	Ma	Bianca Ma	Female	3165 Willowwood Ct.	2/24/2013	2-5 Miles	North Sydney
19799	Austin	Taylor	Austin Taylor	Male	637 Lindsey Court	10/6/2013	2-5 Miles	Woodland Hills
19800	Lauren	White	Lauren White	Female	6904 Sunset Way	6/21/2013	2-5 Miles	Mill Valley
19801	John	Lee	John Lee	Male	2767 Seaview Dr.	6/24/2013	5-10 Miles	N. Vancouver
19802	Sara	James	Sara James	Female	546 Leonard Ct	1/27/2011	1-2 Miles	Newton
19803	Jermaine	Mehta	Jermaine Mehta	Male	4442 Carlos Dr.	10/24/2013	1-2 Miles	Bremerton
19804	Cameron	Foster	Cameron Foster	Male	4128 Stanford Way	8/1/2013	5-10 Miles	Corvallis
19805	Mariah	Butler	Mariah Butler	Female	9601 Rainier Dr	6/23/2013	5-10 Miles	Burbank
19806	Nancy	Perez	Nancy Perez	Female	9791 Harvard Court	8/26/2013	5-10 Miles	Burlingame
19807	Shannon	Zhao	Shannon Zhao	Female	1415 Edwards Ave	8/5/2013	2-5 Miles	Silverwater
19808	Brooke	Kelly	Brooke Kelly	Female	890 Breck Court	8/19/2013	0-1 Miles	Grossmont
19809	Eric	Sharma	Eric Sharma	Male	2119 Little Dr	4/22/2013	1-2 Miles	Lemon Grove
19810	Oscar	Long	Oscar Long	Male	950 Norman Ave.	11/11/2013	5-10 Miles	Santa Monica
19811	Evan	Allen	Evan Allen	Male	1940 Detroit Ave.	8/19/2013	5-10 Miles	W. Linn
19812	Sydney	Morgan	Sydney Morgan	Female	3538 Esperanza Drive	8/27/2013	5-10 Miles	Coronado
19813	Rebecca	Perez	Rebecca Perez	Female	7529 Potomac Drive	8/24/2013	0-1 Miles	Issaquah
19814	Blake	Washington	Blake Washington	Male	4324 Freedom Ct.	8/3/2013	2-5 Miles	Burlingame
19815	Christian	Thompson	Christian Thompson	Male	5637 Boyd Road	9/22/2013	2-5 Miles	Sedro Woolley
19816	Lucas	Brown	Lucas Brown	Male	3396 El Dorado Way	9/11/2013	5-10 Miles	Beaverton
19817	Morgan	Flores	Morgan Flores	Female	9809 Cardinet Drive	2/25/2013	5-10 Miles	Langford
19818	Brianna	Anderson	Brianna Anderson	Female	917 Mark Twain Dr.	8/17/2013	5-10 Miles	Grossmont
19819	Andrew	Brown	Andrew Brown	Male	4350 Mota Dr.	10/24/2013	5-10 Miles	National City
19820	Alexandra	Coleman	Alexandra Coleman	Female	3469 Fish Ct.	4/19/2013	1-2 Miles	Lincoln Acres
19821	Tabitha	Vazquez	Tabitha Vazquez	Female	1133 Fillet Ave	9/24/2013	5-10 Miles	Beverly Hills
19822	Carlos	Adams	Carlos Adams	Male	2079 Mountaire Pkwy.	6/29/2013	2-5 Miles	Langford
19823	Abigail	Foster	Abigail Foster	Female	4665 Military Way E.	12/3/2013	2-5 Miles	Port Hammond
19824	Jordan	Perry	Jordan Perry	Male	9287 Pecan Pl	9/7/2013	2-5 Miles	Bellingham
19825	Gilbert	Ferrier	Gilbert Ferrier	Male	3624 Garland Drive	6/16/2013	2-5 Miles	Concord
19826	Clarence	Zhao	Clarence Zhao	Male	4900 La Salle St.	2/11/2013	2-5 Miles	Calgary
19827	Justin	Smith	Justin Smith	Male	623 Davis Ave.	8/2/2013	0-1 Miles	Metchosin
19828	Madison	Wilson	Madison Wilson	Female	3017 Buskirk Ave.	8/19/2013	2-5 Miles	Royal Oak
19829	Lucas	Mitchell	Lucas Mitchell	Male	3450 Villageoaks Dr.	2/28/2011	0-1 Miles	Royal Oak
19830	Gabrielle	Long	Gabrielle Long	Female	9818 Frisbie Court	2/19/2011	2-5 Miles	Langford
19831	Charles	Green	Charles Green	Male	6090 San Francisco	9/11/2013	0-1 Miles	San Carlos
19832	Sheila	Hernandez	Sheila Hernandez	Female	2100 Grant Street	12/17/2013	5-10 Miles	Chula Vista
19833	Michelle	Kelly	Michelle Kelly	Female	1104 Colton Ln	4/12/2013	10+ Miles	Corvallis
19834	Johnny	Sharma	Johnny Sharma	Male	9811 Toledo	6/15/2013	10+ Miles	Burien
19835	Jordan	Allen	Jordan Allen	Female	2553 Croyden Dr.	12/17/2013	10+ Miles	Milwaukie
19836	Kevin	Jai	Kevin Jai	Male	5087 Pastime Drive	3/18/2013	1-2 Miles	Langford
19837	Philip	Jimenez	Philip Jimenez	Male	2059 Brookdale Dr	9/20/2013	10+ Miles	Berkeley
19838	Jared	Ramirez	Jared Ramirez	Male	3978 Spring Hill Dr.	9/3/2013	10+ Miles	W. Linn
19839	Carly	Yuan	Carly Yuan	Female	5831 Mountain View Place	4/16/2013	1-2 Miles	Calgary
19840	Jessica	James	Jessica James	Female	9770 Fraga Court	12/28/2013	10+ Miles	Imperial Beach
19841	Alexandria	Jenkins	Alexandria Jenkins	Female	3274 Reading Dr	9/20/2013	1-2 Miles	El Cajon
19842	Katherine	Phillips	Katherine Phillips	Female	6414 Honey Court	10/28/2013	10+ Miles	Bremerton
19843	Connor	Kumar	Connor Kumar	Male	1855 Rio Blanco Drive	10/5/2013	10+ Miles	Grossmont
19844	Emma	Murphy	Emma Murphy	Female	3754 Alray Drive	4/14/2011	1-2 Miles	Oak Bay
19845	Fernando	Hernandez	Fernando Hernandez	Male	1156 Corte Poquito	10/11/2013	10+ Miles	Yakima
19846	Seth	Patterson	Seth Patterson	Male	2093 Frayne Ct.	10/3/2013	10+ Miles	Salem
19847	Brendan	Anand	Brendan Anand	Male	769 Algiers Drive	11/16/2013	10+ Miles	Cliffside
19848	Bryant	Malhotra	Bryant Malhotra	Male	1362 Somerset Place	12/20/2013	5-10 Miles	Bremerton
19849	Jorge	Wu	Jorge Wu	Male	4732 Mt. Hood Circle	4/23/2013	10+ Miles	Bellflower
19850	Jeremiah	Hill	Jeremiah Hill	Male	2354 Frame Ln.	12/23/2013	1-2 Miles	Los Angeles
19851	Louis	Pal	Louis Pal	Male	3752 San Ramon Valley Blvd.	6/2/2013	10+ Miles	Burbank
19852	Eric	Carter	Eric Carter	Male	3409 Meadowbrook Court	3/17/2013	10+ Miles	Lynnwood
19853	Ricky	Ramos	Ricky Ramos	Male	2141 Pepperridge Way	10/11/2013	2-5 Miles	Carson
19854	Katherine	Hall	Katherine Hall	Female	2386 Juniper Drive	10/1/2013	10+ Miles	Novato
19855	John	Smith	John Smith	Male	9869 Fall Creek	5/21/2011	2-5 Miles	Port Hammond
19856	Tammy	Madan	Tammy Madan	Female	7421 Palisade Court	5/31/2013	2-5 Miles	Burbank
19857	Megan	Rogers	Megan Rogers	Female	9006 Woodside Way	4/22/2013	10+ Miles	Santa Cruz
19858	Jenna	Collins	Jenna Collins	Female	8600 Camelot Court	12/3/2013	10+ Miles	Salem
