CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11533,280,AW00011533,NULL,Ebony,E,Gill,0,1968-07-17,M,NULL,F,ebony35@adventure-works.com,40000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,3235 Mi Casa Court,NULL,327-555-0157,2013-05-14,1-2 Miles
11534,337,AW00011534,NULL,Cameron,M,Lewis,0,1964-05-12,S,NULL,M,cameron39@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,7665 Terrace Road,NULL,199-555-0180,2011-09-18,1-2 Miles
11535,543,AW00011535,NULL,Devin,NULL,Nelson,0,1963-12-31,M,NULL,M,devin32@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,2569 Webster Drive,NULL,256-555-0111,2011-09-02,0-1 Miles
11536,322,AW00011536,NULL,Logan,J,Chow,0,1969-04-13,M,NULL,M,logan25@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6024 Lacanda,NULL,545-555-0121,2011-09-24,1-2 Miles
11537,310,AW00011537,NULL,Dakota,NULL,Ross,0,1963-09-21,M,NULL,M,dakota3@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,1024 Walnut Blvd.,NULL,186-555-0170,2011-09-21,0-1 Miles
11538,352,AW00011538,NULL,Nicole,B,Taylor,0,1965-02-24,S,NULL,F,nicole9@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,112 Kathleen Drive,NULL,217-555-0170,2011-09-16,0-1 Miles
11539,311,AW00011539,NULL,Justin,NULL,Washington,0,1970-08-18,M,NULL,M,justin10@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6092 Chestnut,NULL,701-555-0175,2011-09-23,1-2 Miles
11540,312,AW00011540,NULL,Alberto,C,Navarro,0,1970-01-24,S,NULL,M,alberto11@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,7615 Buena Vista,NULL,535-555-0131,2011-09-13,1-2 Miles
11541,547,AW00011541,NULL,Aidan,D,Ross,0,1964-10-09,S,NULL,M,aidan4@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,2209 Sequoia Drive,NULL,154-555-0143,2011-09-12,0-1 Miles
11542,278,AW00011542,NULL,Alejandro,L,Tang,0,1979-09-07,S,NULL,M,alejandro30@adventure-works.com,20000.00,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,0,5545 Clemson Court,NULL,1 (11) 500 555-0124,2013-05-11,0-1 Miles
11543,201,AW00011543,NULL,Sheena,NULL,Chande,0,1973-08-16,M,NULL,F,sheena13@adventure-works.com,20000.00,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,"9, rue des Vendangeurs",NULL,1 (11) 500 555-0178,2013-12-21,2-5 Miles
11544,127,AW00011544,NULL,Joel,A,Garcia,0,1979-05-04,M,NULL,M,joel14@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Essener Straße 8,NULL,1 (11) 500 555-0159,2013-08-28,1-2 Miles
11545,200,AW00011545,NULL,Reginald,NULL,Dominguez,0,1973-09-22,M,NULL,M,reginald20@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"88, rue Georges-Clémenceau",NULL,1 (11) 500 555-0137,2013-07-13,0-1 Miles
11546,189,AW00011546,NULL,Christine,NULL,Chande,0,1973-09-11,M,NULL,F,christine10@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"522bis, rue des Peupliers",NULL,1 (11) 500 555-0179,2012-12-02,2-5 Miles
11547,201,AW00011547,NULL,Cindy,E,Sai,0,1979-03-05,M,NULL,F,cindy6@adventure-works.com,40000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"88, allée des Princes",NULL,1 (11) 500 555-0111,2012-12-25,0-1 Miles
11548,230,AW00011548,NULL,Raymond,NULL,Sanchez,0,1974-04-11,S,NULL,M,raymond21@adventure-works.com,40000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,2381 Tupelo Drive,NULL,1 (11) 500 555-0160,2011-12-02,0-1 Miles
11549,257,AW00011549,NULL,Crystal,J,Liang,0,1979-09-03,M,NULL,F,crystal17@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,5077 Bannock Ct.,NULL,1 (11) 500 555-0120,2011-12-21,0-1 Miles
11550,263,AW00011550,NULL,Deb,NULL,Torres,0,1979-08-05,S,NULL,F,deb4@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,7553 Harness Circle,NULL,1 (11) 500 555-0125,2012-01-20,0-1 Miles
11551,215,AW00011551,NULL,Shannon,NULL,Alvarez,0,1978-05-21,S,NULL,M,shannon26@adventure-works.com,10000.00,3,3,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,"268, avenue de l´Europe",NULL,1 (11) 500 555-0159,2013-03-01,0-1 Miles
11552,135,AW00011552,NULL,Eddie,L,Rubio,0,1972-11-23,S,NULL,M,eddie21@adventure-works.com,20000.00,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,Heiderplatz 662,NULL,1 (11) 500 555-0159,2014-01-06,1-2 Miles
11553,266,AW00011553,NULL,Sharon,D,Luo,0,1973-03-08,M,NULL,F,sharon12@adventure-works.com,20000.00,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,6804 Coldwater Drive,NULL,1 (11) 500 555-0118,2013-08-22,2-5 Miles
11554,224,AW00011554,NULL,Sydney,NULL,Simmons,0,1932-03-27,S,NULL,F,sydney37@adventure-works.com,10000.00,4,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,2,"88, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0198,2013-05-08,0-1 Miles
11555,237,AW00011555,NULL,Alexandria,R,Henderson,0,1937-07-04,M,NULL,F,alexandria5@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"11, rue de la Cavalerie",NULL,1 (11) 500 555-0182,2013-05-08,0-1 Miles
11556,271,AW00011556,NULL,Lucas,J,Evans,0,1972-11-10,M,NULL,M,lucas10@adventure-works.com,20000.00,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,3663 A St.,NULL,1 (11) 500 555-0153,2013-12-21,2-5 Miles
11557,278,AW00011557,NULL,Felicia,NULL,Ramos,0,1972-07-14,S,NULL,F,felicia16@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,0,9557 Steven Circle,NULL,1 (11) 500 555-0191,2013-08-08,1-2 Miles
11558,276,AW00011558,NULL,Ivan,E,Malhotra,0,1973-02-18,S,NULL,M,ivan3@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,0,5086 Nottingham Place,NULL,1 (11) 500 555-0198,2013-11-30,0-1 Miles
11559,161,AW00011559,NULL,Frederick,M,Subram,0,1978-12-12,S,NULL,M,frederick12@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,1,Rotthäuser Weg 636,NULL,1 (11) 500 555-0111,2013-11-29,0-1 Miles
11560,248,AW00011560,NULL,Whitney,NULL,Srini,0,1978-08-09,S,NULL,F,whitney7@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,1,7341 Rockne Drive,NULL,1 (11) 500 555-0115,2013-12-03,1-2 Miles
11561,159,AW00011561,NULL,Briana,NULL,Dominguez,0,1972-01-21,S,NULL,F,briana12@adventure-works.com,10000.00,5,5,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,Hüttenstr 7005,NULL,1 (11) 500 555-0166,2012-02-19,0-1 Miles
11562,158,AW00011562,NULL,Jarrod,NULL,Gonzalez,0,1971-10-17,M,NULL,M,jarrod17@adventure-works.com,20000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,Nonnendamm 22,NULL,1 (11) 500 555-0151,2013-06-26,2-5 Miles
11563,247,AW00011563,NULL,Cesar,NULL,Srini,0,1971-08-01,S,NULL,M,cesar7@adventure-works.com,20000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,1547 Larkwood Ct.,NULL,1 (11) 500 555-0189,2013-07-05,2-5 Miles
11564,146,AW00011564,NULL,Jorge,L,Liang,0,1972-01-09,S,NULL,M,jorge19@adventure-works.com,20000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,Heiderweg 4982,NULL,1 (11) 500 555-0161,2012-02-16,0-1 Miles
11565,229,AW00011565,NULL,Erik,S,Diaz,0,1971-12-30,S,NULL,M,erik4@adventure-works.com,20000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,4408 Trinity Ave.,NULL,1 (11) 500 555-0157,2013-09-08,0-1 Miles
11566,226,AW00011566,NULL,April,L,Shan,0,1973-03-01,M,NULL,F,april8@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"401, boulevard du Montparnasse",NULL,1 (11) 500 555-0172,2013-01-28,0-1 Miles
11567,165,AW00011567,NULL,Carla,NULL,Perez,0,1978-09-19,M,NULL,F,carla24@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Klara Straße 8463,NULL,1 (11) 500 555-0146,2013-03-15,0-1 Miles
11568,236,AW00011568,NULL,Alexia,NULL,Foster,0,1972-04-21,S,NULL,F,alexia13@adventure-works.com,20000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,7246 Gloria Terr.,NULL,1 (11) 500 555-0182,2012-01-10,0-1 Miles
11569,274,AW00011569,NULL,Troy,NULL,Malhotra,0,1977-05-06,M,NULL,M,troy5@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,1,1629 Queens Road,NULL,1 (11) 500 555-0125,2013-11-20,2-5 Miles
11570,124,AW00011570,NULL,Kristin,K,Andersen,0,1971-07-22,M,NULL,F,kristin14@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,Zimmerstr 137,NULL,1 (11) 500 555-0199,2012-03-25,0-1 Miles
11571,183,AW00011571,NULL,Joel,NULL,Sai,0,1971-11-15,M,NULL,M,joel5@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,"99, rue du Puits Dixme",NULL,1 (11) 500 555-0144,2012-12-12,0-1 Miles
11572,186,AW00011572,NULL,Billy,NULL,Moreno,0,1977-03-11,M,NULL,M,billy8@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,"8733, rue Basse-du-Rocher",NULL,1 (11) 500 555-0165,2012-12-09,0-1 Miles
11573,276,AW00011573,NULL,Meagan,W,Subram,0,1976-11-11,S,NULL,F,meagan13@adventure-works.com,20000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,7469 Paradise Ct.,NULL,1 (11) 500 555-0144,2013-07-27,0-1 Miles
11574,274,AW00011574,NULL,Karla,V,Luo,0,1971-01-14,S,NULL,F,karla6@adventure-works.com,20000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,7390 Discovery Bay,NULL,1 (11) 500 555-0139,2013-03-15,0-1 Miles
11575,243,AW00011575,NULL,Jackson,NULL,Campbell,0,1970-10-19,S,NULL,M,jackson37@adventure-works.com,20000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,2,2109 Mt. Washington,NULL,1 (11) 500 555-0182,2012-01-20,0-1 Miles
11576,185,AW00011576,NULL,Micah,V,Zhu,0,1970-08-10,M,NULL,M,micah1@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,"68, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0185,2012-12-15,0-1 Miles
11577,194,AW00011577,NULL,Janet,NULL,Serrano,0,1971-04-21,M,NULL,F,janet22@adventure-works.com,30000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,6788 Edward Ave,NULL,1 (11) 500 555-0135,2012-12-21,0-1 Miles
11578,222,AW00011578,NULL,Trisha,NULL,Huang,0,1970-05-08,S,NULL,F,trisha0@adventure-works.com,10000.00,3,2,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,"33, place de la République",NULL,1 (11) 500 555-0128,2012-11-29,0-1 Miles
11579,272,AW00011579,NULL,Clayton,NULL,Beck,0,1981-02-13,S,NULL,M,clayton38@adventure-works.com,20000.00,3,3,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,3626 N Ranchford Court,NULL,1 (11) 500 555-0184,2013-07-31,0-1 Miles
11580,230,AW00011580,NULL,Melvin,NULL,Raje,0,1939-03-12,M,NULL,M,melvin12@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,9113 Flamingo Dr.,NULL,1 (11) 500 555-0167,2013-04-16,2-5 Miles
11581,193,AW00011581,NULL,Cindy,NULL,Jordan,0,1972-03-03,M,NULL,F,cindy2@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,"987, rue de la Centenaire",NULL,1 (11) 500 555-0161,2013-02-11,0-1 Miles
11582,222,AW00011582,NULL,Claudia,E,Ma,0,1974-04-09,S,NULL,F,claudia14@adventure-works.com,30000.00,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,"222, rue de Cambrai",NULL,1 (11) 500 555-0167,2012-12-07,0-1 Miles
11583,207,AW00011583,NULL,Karla,M,Xu,0,1971-03-26,S,NULL,F,karla5@adventure-works.com,30000.00,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,"79, rue de la Comédie",NULL,1 (11) 500 555-0160,2012-12-21,0-1 Miles
11584,171,AW00011584,NULL,Devin,J,Carter,0,1971-05-22,M,NULL,M,devin33@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,Buergermeister-ulrich-str 5,NULL,1 (11) 500 555-0183,2013-09-16,0-1 Miles
11585,231,AW00011585,NULL,Kari,L,Perez,0,1976-03-04,M,NULL,F,kari21@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,6124 Clayton Road,NULL,1 (11) 500 555-0192,2014-01-10,0-1 Miles
11586,278,AW00011586,NULL,Alberto,NULL,Romero,0,1971-06-14,M,NULL,M,alberto10@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,2348 Fruitwood,NULL,1 (11) 500 555-0133,2013-10-28,0-1 Miles
11587,184,AW00011587,NULL,Kevin,NULL,Bryant,0,1975-10-18,S,NULL,M,kevin20@adventure-works.com,30000.00,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,"21, rue du Puits Dixme",NULL,1 (11) 500 555-0186,2012-11-29,0-1 Miles
11588,223,AW00011588,NULL,Candace,NULL,Mehta,0,1970-01-11,M,NULL,F,candace14@adventure-works.com,30000.00,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,2,"24, rue Royale",NULL,1 (11) 500 555-0112,2012-11-29,0-1 Miles
11589,257,AW00011589,NULL,Ebony,NULL,Malhotra,0,1975-05-01,M,NULL,F,ebony4@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,7959 Mt. Wilson Way,NULL,1 (11) 500 555-0113,2013-06-04,0-1 Miles
11590,221,AW00011590,NULL,Erika,F,Diaz,0,1980-04-12,S,NULL,F,erika2@adventure-works.com,30000.00,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,Attaché de Presse,NULL,1 (11) 500 555-0124,2012-12-01,0-1 Miles
11591,209,AW00011591,NULL,Stacey,W,Lu,0,1968-11-12,S,NULL,F,stacey12@adventure-works.com,30000.00,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,"67, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0157,2011-01-11,0-1 Miles
11592,198,AW00011592,NULL,Darrell,T,Raji,0,1984-03-03,S,NULL,M,darrell9@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,"68, impasse Notre-Dame",NULL,1 (11) 500 555-0178,2011-01-11,2-5 Miles
11593,183,AW00011593,NULL,Armando,NULL,Moreno,0,1982-09-22,S,NULL,M,armando6@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,"121, rue de Cambrai",NULL,1 (11) 500 555-0165,2011-01-21,2-5 Miles
11594,213,AW00011594,NULL,Corey,NULL,Goel,0,1985-05-03,S,NULL,M,corey16@adventure-works.com,20000.00,4,4,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,2,"11, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0111,2013-08-17,0-1 Miles
11595,117,AW00011595,NULL,Sebastian,NULL,Howard,0,1984-12-29,S,NULL,M,sebastian12@adventure-works.com,20000.00,5,5,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,3,Höhenstr 9419,NULL,1 (11) 500 555-0112,2013-12-30,0-1 Miles
11596,267,AW00011596,NULL,Roger,E,Raje,0,1969-03-02,M,NULL,M,roger41@adventure-works.com,40000.00,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,9100 Main Street,NULL,1 (11) 500 555-0154,2013-10-01,0-1 Miles
11597,225,AW00011597,NULL,Janelle,C,Chandra,0,1983-08-06,S,NULL,F,janelle2@adventure-works.com,30000.00,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,"25, avenue de la Gare",NULL,1 (11) 500 555-0161,2014-01-05,0-1 Miles
11598,174,AW00011598,NULL,Meredith,B,Ruiz,0,1983-12-30,S,NULL,F,meredith24@adventure-works.com,30000.00,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,3,Holzstr 6444,NULL,1 (11) 500 555-0113,2012-03-11,0-1 Miles
11599,211,AW00011599,NULL,Melody,NULL,Diaz,0,1983-03-16,S,NULL,F,melody3@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Attaché de Presse,NULL,1 (11) 500 555-0114,2011-01-18,1-2 Miles
11600,218,AW00011600,NULL,Linda,D,Rubio,0,1982-10-05,S,NULL,F,linda36@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,"2616, rue de Linois",NULL,1 (11) 500 555-0153,2013-05-06,2-5 Miles
11601,209,AW00011601,NULL,Ivan,S,Raman,0,1983-02-18,S,NULL,M,ivan8@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,"335, rue Basse-du-Rocher",NULL,1 (11) 500 555-0119,2011-01-19,2-5 Miles
11602,135,AW00011602,NULL,Larry,NULL,Gill,0,1982-10-11,S,NULL,M,larry16@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,Am Gallberg 645,NULL,1 (11) 500 555-0125,2013-07-10,2-5 Miles
11603,244,AW00011603,NULL,Geoffrey,NULL,Gonzalez,0,1982-08-06,S,NULL,M,geoffrey16@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,1538 Golden Meadow,NULL,1 (11) 500 555-0131,2012-01-18,0-1 Miles
11604,275,AW00011604,NULL,Edgar,NULL,Sanchez,0,1982-12-01,S,NULL,M,edgar21@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,6543 Jacobsen Street,NULL,1 (11) 500 555-0117,2012-01-03,2-5 Miles
11605,176,AW00011605,NULL,Heidi,L,Subram,0,1982-05-20,S,NULL,F,heidi15@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Auf den Kuhlen Straße 9,NULL,1 (11) 500 555-0183,2012-03-08,1-2 Miles
11606,212,AW00011606,NULL,Melody,NULL,Ramos,0,1986-01-30,S,NULL,F,melody17@adventure-works.com,10000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,"2, rue de la Comédie",NULL,1 (11) 500 555-0182,2011-01-08,0-1 Miles
11607,202,AW00011607,NULL,Clinton,H,Moreno,0,1986-05-05,S,NULL,M,clinton3@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,"610, rue des Rosiers",NULL,1 (11) 500 555-0152,2011-01-19,2-5 Miles
11608,217,AW00011608,NULL,Cesar,E,Madan,0,1981-09-01,S,NULL,M,cesar6@adventure-works.com,20000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,"774, rue Descartes",NULL,1 (11) 500 555-0157,2013-12-13,5-10 Miles
11609,277,AW00011609,NULL,Eugene,E,Ye,0,1981-12-24,S,NULL,M,eugene13@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,2877 Bounty Way,NULL,1 (11) 500 555-0128,2012-01-28,0-1 Miles
11610,269,AW00011610,NULL,Blake,NULL,Collins,0,1980-10-20,S,NULL,M,blake47@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,4519 Lydia Lane,NULL,1 (11) 500 555-0140,2012-01-10,0-1 Miles
11611,183,AW00011611,NULL,Ernest,NULL,Lin,0,1985-02-23,M,NULL,M,ernest7@adventure-works.com,20000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,1,"65, rue Faubourg St Antoine",NULL,1 (11) 500 555-0190,2011-01-23,2-5 Miles
11612,230,AW00011612,NULL,Keith,NULL,Andersen,0,1985-10-07,S,NULL,M,keith16@adventure-works.com,20000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,2411 Clark Creek Lane,NULL,1 (11) 500 555-0182,2012-02-02,0-1 Miles
11613,158,AW00011613,NULL,Meredith,M,Prasad,0,1981-05-02,S,NULL,F,meredith8@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,Hunzinger Allee 292,NULL,1 (11) 500 555-0162,2012-05-13,0-1 Miles
11614,172,AW00011614,NULL,Katrina,M,Sharma,0,1981-02-13,S,NULL,F,katrina8@adventure-works.com,30000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,1,Nollendorfplatz 62,NULL,1 (11) 500 555-0115,2012-05-10,2-5 Miles
11615,242,AW00011615,NULL,Dwayne,H,Navarro,0,1981-05-20,M,NULL,M,dwayne9@adventure-works.com,40000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,5717 Monterey Ave,NULL,1 (11) 500 555-0163,2012-02-22,1-2 Miles
11616,260,AW00011616,NULL,Casey,NULL,Nath,0,1980-09-05,M,NULL,F,casey20@adventure-works.com,40000.00,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,3728 Chinquapin Ct.,NULL,1 (11) 500 555-0130,2012-02-03,1-2 Miles
11617,326,AW00011617,NULL,Sean,NULL,Brooks,0,1964-10-01,S,NULL,M,sean8@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,6616 Baird Court,NULL,294-555-0111,2011-09-10,0-1 Miles
11618,49,AW00011618,NULL,Brian,M,Ramirez,0,1964-10-21,M,NULL,M,brian19@adventure-works.com,60000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,9145 Danesta Dr.,NULL,167-555-0144,2013-02-09,1-2 Miles
11619,69,AW00011619,NULL,Sierra,J,Young,0,1978-10-29,S,NULL,F,sierra15@adventure-works.com,50000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,3230 Virginia Hills,NULL,410-555-0125,2013-02-08,1-2 Miles
11620,609,AW00011620,NULL,Megan,M,Rodriguez,0,1978-10-18,S,NULL,F,megan23@adventure-works.com,50000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,7285 Roanwood Way,NULL,156-555-0144,2013-02-08,0-1 Miles
11621,611,AW00011621,NULL,Leah,R,She,0,1978-08-19,S,NULL,F,leah19@adventure-works.com,50000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,8120 E Leland,NULL,787-555-0163,2013-08-01,0-1 Miles
11622,623,AW00011622,NULL,Gabriel,NULL,Allen,0,1979-06-16,M,NULL,M,gabriel53@adventure-works.com,50000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,8520 Waterview Place,NULL,787-555-0146,2013-04-08,0-1 Miles
